23.488, -17.658, 96.279
25.283, -18.54, 96.929
27.096, -19.386, 97.551
28.921, -20.204, 97.927
30.824, -20, 98.767
32.748, -19.453, 98.567
34.666, -18.888, 98.075
36.578, -18.299, 97.084
38.479, -17.679, 96.281
40.366, -17.015, 95.101
42.231, -16.294, 94.702
44.072, -15.512, 96.993
45.895, -14.69, 99.464
47.717, -13.866, 97.783
49.55, -13.065, 97.336
51.396, -12.295, 97.308
53.254, -11.554, 94.662
55.121, -10.838, 91.94
56.477, -11.39, 89.895
57.225, -13.244, 90.999
57.866, -15.139, 92.227
58.412, -17.062, 93.478
58.876, -19.008, 94.677
59.272, -20.968, 95.774
59.612, -22.939, 96.746
59.904, -24.917, 97.182
60.159, -26.901, 97.957
60.386, -28.888, 98.297
60.589, -30.877, 98.892
60.777, -32.869, 99.148
60.953, -34.861, 99.59
61.121, -36.854, 99.779
61.286, -38.847, 99.948
61.449, -40.84, 99.767
61.614, -42.834, 99.647
61.782, -44.827, 99.542
61.955, -46.819, 99.449
62.134, -48.811, 99.368
62.321, -50.802, 98.698
62.517, -52.793, 96.09
62.723, -54.782, 93.409
62.94, -56.77, 90.649
63.167, -58.757, 87.802
63.405, -60.743, 84.86
63.655, -62.727, 81.812
63.917, -64.71, 78.646
64.191, -66.691, 75.347
64.478, -68.67, 71.897
64.777, -70.648, 68.273
65.099, -72.622, 64.446
65.513, -73.769, 61.995
65.428, -71.771, 98.041
65.288, -69.776, 98.892
65.131, -67.782, 99.552
64.964, -65.789, 99.694
64.792, -63.797, 99.694
64.615, -61.805, 99.784
64.436, -59.813, 99.845
64.255, -57.821, 99.887
64.072, -55.829, 99.919
63.887, -53.838, 99.919
63.702, -51.846, 99.942
63.516, -49.855, 99.96
63.328, -47.864, 99.96
63.141, -45.873, 99.975
62.953, -43.881, 99.987
62.764, -41.89, 99.987
62.576, -39.899, 99.997
62.387, -37.908, 99.997
62.199, -35.917, 99.994
62.01, -33.926, 99.994
61.821, -31.935, 99.986
61.633, -29.944, 99.978
61.444, -27.953, 99.978
61.256, -25.962, 99.97
61.068, -23.97, 99.97
60.881, -21.979, 99.963
60.694, -19.988, 99.963
60.507, -17.997, 99.955
60.321, -16.005, 99.955
60.135, -14.014, 99.946
59.95, -12.023, 99.946
59.766, -10.031, 99.937
59.582, -8.04, 99.937
59.4, -6.048, 99.927
59.218, -4.056, 99.915
59.037, -2.064, 99.915
58.857, -0.073, 99.901
58.678, 1.919, 99.901
58.5, 3.911, 99.885
58.324, 5.904, 99.885
58.149, 7.896, 99.866
57.975, 9.888, 99.866
57.804, 11.881, 99.842
57.633, 13.874, 99.842
57.466, 15.867, 99.813
57.299, 17.86, 99.8
57.396, 19.848, 99.881
57.635, 21.834, 99.856
57.876, 23.819, 99.856
58.119, 25.804, 99.824
58.364, 27.789, 98.258
58.611, 29.774, 95.638
58.861, 31.758, 92.945
59.115, 33.742, 90.17
59.373, 35.725, 87.308
59.637, 37.708, 84.349
59.909, 39.689, 81.282
60.19, 41.669, 78.094
60.487, 43.647, 74.771
60.805, 45.622, 71.293
61.156, 47.591, 67.637
61.545, 49.553, 63.771
61.952, 51.511, 59.655
62.345, 53.472, 55.234
62.713, 55.438, 50.426
63.06, 57.407, 45.108
63.391, 59.38, 39.074
63.711, 61.354, 31.918
64.021, 63.33, 22.6
64.326, 65.317, 0
64.326, 65.317, 0
67.357, 85.086, 0
endData
127
100
200
-62.72, 0.85, -62.72, -7.024, -42.648, 21.476, -42.648, 13.602
-42.648, 13.602, -42.648, 5.728, -54.573, 39.578, -66.498, 65.553
-66.498, 65.553, -78.423, 91.529, -52.566, 26.59, -38.633, -12.374
-38.633, -12.374, -54.691, -32.21, -52.211, -39.412, -65.79, -66.451
-65.79, -66.451, -79.368, -93.489, -35.327, -35.988, -4.865, -5.526
-4.865, -5.526, 18.986, -12.138, 12.256, -12.964, 29.376, -20.403
29.376, -20.403, 45.67, -15.916, 42.718, -15.444, 56.061, -10.485
56.061, -10.485, 61.728, -22.292, 60.193, -39.058, 64.326, -67.632
64.326, -67.632, 68.458, -96.205, 60.783, -24.535, 57.241, 18.561
57.241, 18.561, 61.964, 57.997, 60.783, 41.939, 64.326, 65.317
#PATH.JERRYIO-DATA {"appVersion":"0.8.3","format":"LemLib v0.5","gc":{"robotWidth":12,"robotHeight":12,"robotIsHolonomic":false,"showRobot":false,"uol":2.54,"pointDensity":2,"controlMagnetDistance":1.968503937007874,"fieldImage":{"displayName":"V5RC 2025 - High Stakes (Skills)","signature":"V5RC 2025 - High Stakes (Skills)","origin":{"__type":"built-in"}},"coordinateSystem":"VEX Gaming Positioning System"},"paths":[{"segments":[{"controls":[{"uid":"SiahFivhXk","x":-62.719760810132804,"y":0.8501172398963837,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"7n6Jx7TIE5","x":-62.719760810132804,"y":-7.023898508135118,"lock":false,"visible":true,"__type":"control"},{"uid":"NpDiML9mz1","x":-42.64754820146832,"y":21.475891586373557,"lock":false,"visible":true,"__type":"control"},{"uid":"n2ZWACjliJ","x":-42.64754820146832,"y":13.601875838342059,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"6FhvjWB0ib"},{"controls":[{"uid":"n2ZWACjliJ","x":-42.64754820146832,"y":13.601875838342059,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"lZ1JLPGOpM","x":-42.64754820146832,"y":5.7278600903105605,"lock":false,"visible":true,"__type":"control"},{"uid":"Rm6QbhAM7m","x":-54.572803927792506,"y":39.577680390731395,"lock":false,"visible":true,"__type":"control"},{"uid":"Uix3FH1Kbe","x":-66.4980596541167,"y":65.55348494312074,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"Gij49MkwSg"},{"controls":[{"uid":"Uix3FH1Kbe","x":-66.4980596541167,"y":65.55348494312074,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"F87gdYxOgK","x":-78.4233153804409,"y":91.52928949551008,"lock":false,"visible":true,"__type":"control"},{"uid":"3YK0f5hP2G","x":-52.56558266692606,"y":26.589778114536728,"lock":false,"visible":true,"__type":"control"},{"uid":"X6cfUSjYey","x":-38.63310567973542,"y":-12.37392871404728,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"7tyvJX0tR8"},{"controls":[{"uid":"X6cfUSjYey","x":-38.63310567973542,"y":-12.37392871404728,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"KlkSVkbMqk","x":-54.69087576666701,"y":-32.209997644962776,"lock":false,"visible":true,"__type":"control"},{"uid":"zuEBan65oZ","x":-52.21136715030257,"y":-39.41237981630709,"lock":false,"visible":true,"__type":"control"},{"uid":"eI7FPRE8fT","x":-65.78962862086972,"y":-66.4508309185669,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"KCZjnTDxUB"},{"controls":[{"uid":"eI7FPRE8fT","x":-65.78962862086972,"y":-66.4508309185669,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"pjX8DKzXD3","x":-79.36789009143686,"y":-93.48928202082669,"lock":false,"visible":true,"__type":"control"},{"uid":"fkhlQf26Va","x":-35.3270941912495,"y":-35.98829648894667,"lock":false,"visible":true,"__type":"control"},{"uid":"NcaeG44T9W","x":-4.864559761629281,"y":-5.525762059326453,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"I3aVexL4P6"},{"controls":[{"uid":"NcaeG44T9W","x":-4.864559761629281,"y":-5.525762059326453,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"85qR0uuE9U","x":18.98595169101911,"y":-12.137785036298284,"lock":false,"visible":true,"__type":"control"},{"uid":"qTY7yRsQdZ","x":12.255856875172782,"y":-12.964287908419763,"lock":false,"visible":true,"__type":"control"},{"uid":"iyAGN5KZiy","x":29.376273511974844,"y":-20.402813757513073,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"sUvjJjbcwA"},{"controls":[{"uid":"iyAGN5KZiy","x":29.376273511974844,"y":-20.402813757513073,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"LYoNmDz3co","x":45.670187276655426,"y":-15.916083880282189,"lock":false,"visible":true,"__type":"control"},{"uid":"PKviWBgRwf","x":42.718391304793,"y":-15.4437965247842,"lock":false,"visible":true,"__type":"control"},{"uid":"1WuaCORnFA","x":56.06050909761117,"y":-10.484779292055327,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"i5SosKuS5D"},{"controls":[{"uid":"1WuaCORnFA","x":56.06050909761117,"y":-10.484779292055327,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"6PIF0Xp4uB","x":61.72795736358702,"y":-22.291963179505025,"lock":false,"visible":true,"__type":"control"},{"uid":"IiVbsjazHE","x":60.19302345821856,"y":-39.0581642996836,"lock":false,"visible":true,"__type":"control"},{"uid":"hQkHaXyP3q","x":64.32553781882595,"y":-67.63154930731187,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"6qn8vVashh"},{"controls":[{"uid":"hQkHaXyP3q","x":64.32553781882595,"y":-67.63154930731187,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"qH5PgLdmQQ","x":68.45805217943334,"y":-96.20493431494015,"lock":false,"visible":true,"__type":"control"},{"uid":"caVxjQN40d","x":60.783382652591044,"y":-24.535328118120468,"lock":false,"visible":true,"__type":"control"},{"uid":"TqTlm7EQ10","x":57.24122748635613,"y":18.560893071070932,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"6tW6tYBibe"},{"controls":[{"uid":"TqTlm7EQ10","x":57.24122748635613,"y":18.560893071070932,"lock":false,"visible":true,"heading":0,"__type":"end-point"},{"uid":"jtWIoi4H8P","x":61.964101041336015,"y":57.99688725515293,"lock":false,"visible":true,"__type":"control"},{"uid":"2Qp6zZ4eNF","x":60.783382652591044,"y":41.93911716822134,"lock":false,"visible":true,"__type":"control"},{"uid":"Awh62T0fTk","x":64.32553781882595,"y":65.31734126537174,"lock":false,"visible":true,"heading":0,"__type":"end-point"}],"speedProfiles":[],"lookaheadKeyframes":[],"uid":"N3mrJbGJrz"}],"pc":{"speedLimit":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":127,"label":"127"},"step":1,"from":20,"to":100},"bentRateApplicableRange":{"minLimit":{"value":0,"label":"0"},"maxLimit":{"value":1,"label":"1"},"step":0.001,"from":0,"to":0.1},"maxDecelerationRate":127},"name":"Path","uid":"2v7vr8l86u","lock":false,"visible":true}]}
